medium;painter;title;url;year;local_filename;year_unambiguous;Observer;SessionID;TrialTimestamp;FlippedLR;Confidence;Estimates;Duration;Painting CenterXY;Painting size
gouache on paper;Adolph Menzel;Kunstbetrachter;https://upload.wikimedia.org/wikipedia/commons/e/ec/Adolf_Friedrich_Erdmann_von_Menzel_035.jpg;1847;Adolf_Friedrich_Erdmann_von_Menzel_035.jpg;1847;HHA96w;2016-05-27-10-50-06;2016-05-27 11:15:53.242443;1.0;5.0;[{'End': (603, 463, 2.505558967590332), 'Start': (899, 112, 1.8901629447937012)}];3.5492780208587646;(683.0, 314.0);(313, 580)
gouache on paper;Adolph Menzel;Maskensouper;https://upload.wikimedia.org/wikipedia/commons/5/59/Adolf_Friedrich_Erdmann_von_Menzel_036.jpg;1855;Adolf_Friedrich_Erdmann_von_Menzel_036.jpg;1855;HHA96w;2016-06-24-12-39-28;2016-06-24 13:11:16.356141;1.0;0.0;[];2.03925895690918;(683.0, 314.0);(710, 580)
oil on paper mounted on canvas;Adolph Menzel;Menzels Schwester Emilie im Schlaf;https://upload.wikimedia.org/wikipedia/commons/5/58/Adolf_Friedrich_Erdmann_von_Menzel_037.jpg;1848;Adolf_Friedrich_Erdmann_von_Menzel_037.jpg;1848;HHA96w;2016-06-10-09-43-06;2016-06-10 09:56:56.174734;0.0;5.0;[{'End': (589, 433, 7.0809760093688965), 'Start': (1118, 18, 6.050398111343384)}];8.026526927947996;(683.0, 314.0);(755, 580)
oil on canvas;Adolph Menzel;Afternoon in the Tuileries Gardens;https://upload.wikimedia.org/wikipedia/commons/4/44/Adolf_Friedrich_Erdmann_von_Menzel_038.jpg;1867;Adolf_Friedrich_Erdmann_von_Menzel_038.jpg;1867;HHA96w;nan;;;;nan;;nan;nan
watercolor on paper;Adolph Menzel;Church of Sts. Peter and Paul, Strzegom;https://upload.wikimedia.org/wikipedia/commons/b/b8/Adolf_Friedrich_Erdmann_von_Menzel_040.jpg;1847;Adolf_Friedrich_Erdmann_von_Menzel_040.jpg;1847;HHA96w;2016-05-25-12-03-00;2016-05-25 12:29:28.025608;0.0;4.0;[{'Start': (193, 142, 5.8173370361328125), 'End': (620, 282, 6.471372842788696)}];7.578438997268678;(683.0, 314.0);(684, 580)
Pastell, Papier;Adolph Menzel;Porträt der Karoline Arnold;https://upload.wikimedia.org/wikipedia/commons/0/0b/Adolf_Friedrich_Erdmann_von_Menzel_041.jpg;1847;Adolf_Friedrich_Erdmann_von_Menzel_041.jpg;1847;HHA96w;2016-05-30-11-52-19;2016-05-30 12:12:23.523792;0.0;4.0;[{'End': (572, 456, 3.206218957901001), 'Start': (967, 78, 1.7592699527740479)}];4.2260849475860605;(683.0, 314.0);(439, 580)
Pastell, Papier;Adolph Menzel;Porträt des Paul Heyse;https://upload.wikimedia.org/wikipedia/commons/b/b1/Adolf_Friedrich_Erdmann_von_Menzel_042.jpg;1853;Adolf_Friedrich_Erdmann_von_Menzel_042.jpg;1853;HHA96w;2016-06-05-19-42-57;2016-06-05 19:50:53.055815;0.0;6.0;[{'Start': (376, 55, 1.7864429950714111), 'End': (763, 553, 3.316973924636841)}];4.120289087295531;(683.0, 314.0);(378, 580)
Öl, Papier auf Pappe;Adolph Menzel;Porträt von Menzels Bruder Richard;https://upload.wikimedia.org/wikipedia/commons/3/38/Adolf_Friedrich_Erdmann_von_Menzel_043.jpg;1846;Adolf_Friedrich_Erdmann_von_Menzel_043.jpg;1846;HHA96w;2016-06-03-16-32-59;2016-06-03 16:35:07.088662;0.0;3.0;[{'Start': (357, 67, 2.816322088241577), 'End': (832, 465, 3.5011191368103027)}];5.331324100494385;(683.0, 314.0);(476, 580)
gouache on paper;Adolph Menzel;Travel plans;https://upload.wikimedia.org/wikipedia/commons/4/4f/Adolf_Friedrich_Erdmann_von_Menzel_044.jpg;1875;Adolf_Friedrich_Erdmann_von_Menzel_044.jpg;1875;HHA96w;nan;;;;nan;;nan;nan
watercolor on paper;Adolph Menzel;Staatsminister Freiherr von Schleinitz (Porträtstudie zum Krönungsbild);https://upload.wikimedia.org/wikipedia/commons/e/ee/Adolf_Friedrich_Erdmann_von_Menzel_045.jpg;1865;Adolf_Friedrich_Erdmann_von_Menzel_045.jpg;1865;HHA96w;2016-06-03-16-32-59;2016-06-03 16:46:38.947501;0.0;5.0;[{'Start': (366, 78, 2.271759033203125), 'End': (835, 497, 3.2615530490875244)}];4.035380125045776;(683.0, 314.0);(463, 580)
oil on canvas;Adolph Menzel;Théâtre du Gymnase (Paris);https://upload.wikimedia.org/wikipedia/commons/9/90/Adolf_Friedrich_Erdmann_von_Menzel_046.jpg;1856;Adolf_Friedrich_Erdmann_von_Menzel_046.jpg;1856;HHA96w;2016-05-25-12-03-00;2016-05-25 12:28:00.010515;1.0;0.0;[];1.085063934326172;(683.0, 314.0);(787, 580)
oil on paper mounted on cardboard;Adolph Menzel;Treppenflur bei Nachtbeleuchtung;https://upload.wikimedia.org/wikipedia/commons/4/41/Adolf_Friedrich_Erdmann_von_Menzel_047.jpg;1848;Adolf_Friedrich_Erdmann_von_Menzel_047.jpg;1848;HHA96w;nan;;;;nan;;nan;nan
oil on paper mounted on millboard;Adolph Menzel;Living room with the artist's sister;https://upload.wikimedia.org/wikipedia/commons/6/68/Adolf_Friedrich_Erdmann_von_Menzel_048.jpg;1847;Adolf_Friedrich_Erdmann_von_Menzel_048.jpg;1847;HHA96w;2016-06-05-19-42-57;2016-06-05 20:15:18.427169;0.0;4.0;[{'Start': (391, 613, 4.25262188911438), 'End': (765, 300, 5.020218849182129)}];6.446799993515015;(683.0, 314.0);(395, 580)
pastel on paper;Adolph Menzel;Two discussing voters;https://upload.wikimedia.org/wikipedia/commons/6/68/Adolf_Friedrich_Erdmann_von_Menzel_049.jpg;1849;Adolf_Friedrich_Erdmann_von_Menzel_049.jpg;1849;HHA96w;2016-06-24-12-39-28;2016-06-24 12:47:17.566247;0.0;5.0;[{'Start': (1109, 72, 2.196280002593994), 'End': (533, 440, 2.8703629970550537)}];3.8334901332855225;(683.0, 314.0);(739, 580)
oil on canvas;Adolf Seel;Alhambra;https://upload.wikimedia.org/wikipedia/commons/e/e4/Adolf_Seel_001.jpg;1886;Adolf_Seel_001.jpg;1886;HHA96w;nan;;;;nan;;nan;nan
oil on panel;Adolphe Joseph Thomas Monticelli;Les Précieuses Ridicules;https://upload.wikimedia.org/wikipedia/commons/c/c5/Adolphe_Joseph_Thomas_Monticelli_001.jpg;1883;Adolphe_Joseph_Thomas_Monticelli_001.jpg;1883;HHA96w;2016-06-03-16-32-59;2016-06-03 16:34:58.537264;0.0;0.0;[];0.9259419441223145;(683.0, 314.0);(464, 580)
oil on canvas;Adolphe Joseph Thomas Monticelli;Orientalische Szene;https://upload.wikimedia.org/wikipedia/commons/8/8f/Adolphe_Joseph_Thomas_Monticelli_002.jpg;1876;Adolphe_Joseph_Thomas_Monticelli_002.jpg;1876;HHA96w;2016-06-05-20-43-36;2016-06-05 20:48:43.337380;1.0;5.0;[{'End': (510, 474, 3.9189820289611816), 'Start': (1257, 86, 2.8689661026000977)}];4.861217975616455;(683.0, 314.0);(1055, 580)
oil on canvas;Adolphe Joseph Thomas Monticelli;Wie es Euch gefällt;https://upload.wikimedia.org/wikipedia/commons/b/b9/Adolphe_Joseph_Thomas_Monticelli_003.jpg;1880;Adolphe_Joseph_Thomas_Monticelli_003.jpg;1880;HHA96w;2016-06-10-09-43-06;2016-06-10 09:52:02.301056;0.0;0.0;[];2.660919189453125;(683.0, 314.0);(879, 580)
oil on panel;Master of the Vienna Adoration;The Adoration of the Magi;https://upload.wikimedia.org/wikipedia/commons/3/38/Adoration_of_Jesus.jpg;1410;Adoration_of_Jesus.jpg;1410;HHA96w;2016-05-15-14-39-23;2016-05-15 15:38:50.653470;1.0;0.0;[];1.822890996932984;(683.0, 314.0);(492, 580)
fresco;Fra Angelico;Adorazione del Bambino;https://upload.wikimedia.org/wikipedia/commons/b/ba/Adorazione_del_Bambino_-_Beato_Angelico.jpg;1439-1443;Adorazione_del_Bambino_-_Beato_Angelico.jpg;1443;HHA96w;2016-06-10-10-47-19;2016-06-10 11:29:52.965774;1.0;0.0;[];5.852275848388673;(683.0, 314.0);(487, 580)
oil on panel;Adriaen Brouwer;Bauernrauferei beim Würfelspiel;https://upload.wikimedia.org/wikipedia/commons/f/f9/Adriaen_Brouwer_002.jpg;between circa 1630 and circa 1640;Adriaen_Brouwer_002.jpg;1640;HHA96w;2016-06-12-17-46-29;2016-06-12 18:06:42.315143;1.0;0.0;[];2.1120738983154297;(683.0, 314.0);(428, 580)
oil on panel;Adriaen Brouwer;Der bittere Trank;https://upload.wikimedia.org/wikipedia/commons/5/54/Adriaen_Brouwer_004.jpg;1630-1640;Adriaen_Brouwer_004.jpg;1640;HHA96w;nan;;;;nan;;nan;nan
oil on panel;Adriaen Isenbrandt;The Rest on The Flight into Egypt;https://upload.wikimedia.org/wikipedia/commons/d/dc/Adriaen_Isenbrant_001.png;between circa 1510 and circa 1550;Adriaen_Isenbrant_001.png.jpg;1550;HHA96w;2016-05-25-12-03-00;2016-05-25 12:15:01.345455;1.0;2.0;[{'Start': (958, 172, 5.599323034286499), 'End': (649, 333, 6.442371129989624)}];7.612437963485718;(683.0, 314.0);(397, 580)
color on oak panel;Adriaen van de Venne;What Won't People Do for Money;https://upload.wikimedia.org/wikipedia/commons/4/43/Adriaen_Pietersz._van_de_Venne_001.jpg;1625;Adriaen_Pietersz._van_de_Venne_001.jpg;1625;HHA96w;2016-05-27-10-50-06;2016-05-27 11:11:17.076468;1.0;5.0;[{'End': (731, 420, 5.3081700801849365), 'Start': (1216, 289, 4.509068012237549)}];6.1737799644470215;(683.0, 314.0);(898, 580)
oil on canvas;Adriaen van de Velde;Portrait of a couple with two children and a nursemaid in a landscape;https://upload.wikimedia.org/wikipedia/commons/c/c2/Adriaen_van_de_Velde_002.jpg;1667;Adriaen_van_de_Velde_002.jpg;1667;HHA96w;2016-06-10-09-43-06;2016-06-10 10:07:34.414983;1.0;5.0;[{'End': (551, 513, 3.7135469913482666), 'Start': (1082, 128, 2.5169639587402344)}];4.673426866531372;(683.0, 314.0);(671, 580)
oil on oak panel;Adriaen van Ostade;Peasant family at home;https://upload.wikimedia.org/wikipedia/commons/e/e7/Adriaen_van_Ostade_001.jpg;1647;Adriaen_van_Ostade_001.jpg;1647;HHA96w;2016-05-30-11-52-19;2016-05-30 12:04:15.990745;1.0;4.0;[{'End': (600, 411, 7.157034158706665), 'Start': (1060, 215, 5.653985023498535)}];8.341612100601196;(683.0, 314.0);(481, 580)
oil on oak panel;Adriaen van Ostade;An alchemist;https://upload.wikimedia.org/wikipedia/commons/1/18/Adriaen_van_Ostade_002.jpg;1661;Adriaen_van_Ostade_002.jpg;1661;HHA96w;nan;;;;nan;;nan;nan
oil on oak panel;Adriaen van Ostade;Der Federschneider;https://upload.wikimedia.org/wikipedia/commons/3/39/Adriaen_van_Ostade_003.jpg;between circa 1660 and circa 1670;Adriaen_van_Ostade_003.jpg;1670;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Adriaen van Ostade;Buying fish;https://upload.wikimedia.org/wikipedia/commons/3/32/Adriaen_van_Ostade_004.jpg;1669;Adriaen_van_Ostade_004.jpg;1669;HHA96w;2016-06-24-12-39-28;2016-06-24 13:08:47.691197;1.0;5.0;[{'Start': (304, 52, 1.9337430000305176), 'End': (805, 501, 3.3529250621795654)}];4.474567174911499;(683.0, 314.0);(502, 580)
oil on panel;Adriaen van Ostade;Der Flötenspieler;https://upload.wikimedia.org/wikipedia/commons/3/38/Adriaen_van_Ostade_005.jpg;1660-1670;Adriaen_van_Ostade_005.jpg;1670;HHA96w;2016-06-10-09-43-06;2016-06-10 10:19:19.707951;1.0;5.0;[{'End': (626, 475, 3.268311023712158), 'Start': (1005, 79, 2.605867862701416)}];4.156424045562743;(683.0, 314.0);(460, 580)
oil on oak panel;Adriaen van Ostade;Der Maler in seiner Werkstatt;https://upload.wikimedia.org/wikipedia/commons/d/df/Adriaen_van_Ostade_006.jpg;1663;Adriaen_van_Ostade_006.jpg;1663;HHA96w;2016-05-27-10-50-06;2016-05-27 10:59:27.626775;1.0;4.0;[{'End': (684, 475, 2.9639389514923096), 'Start': (1016, 150, 2.071539878845215)}];3.9471969604492174;(683.0, 314.0);(558, 580)
oil on panel;Adriaen van Ostade;The Schoolmaster;https://upload.wikimedia.org/wikipedia/commons/d/dc/Adriaen_van_Ostade_007.jpg;1662;Adriaen_van_Ostade_007.jpg;1662;HHA96w;2016-06-12-18-25-41;2016-06-12 19:13:18.120943;0.0;4.0;[{'End': (752, 498, 5.58160400390625), 'Start': (376, 74, 2.2009479999542236)}];7.2135961055755615;(683.0, 314.0);(485, 580)
oil on canvas;Adriaen van Ostade;The Fishwife;https://upload.wikimedia.org/wikipedia/commons/9/90/Adriaen_van_Ostade_009.jpg;1672;Adriaen_van_Ostade_009.jpg;1672;HHA96w;2016-05-25-12-03-00;2016-05-25 12:24:45.053235;0.0;4.0;[{'Start': (175, 209, 2.1461238861083984), 'End': (642, 424, 2.7531609535217285)}];3.854222059249878;(683.0, 314.0);(639, 580)
oil on oak panel;Adriaen van Ostade;Die Fischverkäuferin;https://upload.wikimedia.org/wikipedia/commons/6/64/Adriaen_van_Ostade_010.jpg;1660-1670;Adriaen_van_Ostade_010.jpg;1670;HHA96w;2016-06-12-17-46-29;2016-06-12 17:49:29.526570;1.0;4.0;[{'Start': (1055, 116, 1.9384348392486572), 'End': (522, 418, 2.6309168338775635)}];3.5429048538208012;(683.0, 314.0);(531, 580)
oil on panel;Adriaen van Ostade;Resting travellers;https://upload.wikimedia.org/wikipedia/commons/0/04/Adriaen_van_Ostade_011.jpg;1671;Adriaen_van_Ostade_011.jpg;1671;HHA96w;2016-05-25-12-03-00;2016-05-25 12:21:04.829485;1.0;5.0;[{'Start': (1145, 409, 1.932110071182251), 'End': (655, 337, 2.6181480884552)}];3.622205972671509;(683.0, 314.0);(480, 580)
oil on canvas;Adrian Ludwig Richter;Abendandacht im Walde;https://upload.wikimedia.org/wikipedia/commons/a/a1/Adrian_Ludwig_Richter_001.jpg;1842;Adrian_Ludwig_Richter_001.jpg;1842;HHA96w;2016-05-27-10-50-06;2016-05-27 10:55:53.524632;0.0;3.0;[{'End': (758, 334, 15.193164110183716), 'Start': (272, 228, 12.95888614654541)}];18.205214023590084;(683.0, 314.0);(710, 580)
color on paper;Adrian Ludwig Richter;Auf Bergeshöhe;https://upload.wikimedia.org/wikipedia/commons/6/6f/Adrian_Ludwig_Richter_002.jpg;1840;Adrian_Ludwig_Richter_002.jpg;1840;HHA96w;2016-06-03-16-32-59;2016-06-03 16:53:11.274473;1.0;0.0;[];1.0586071014404297;(683.0, 314.0);(904, 580)
oil on canvas;Adrian Ludwig Richter;Ave Maria;https://upload.wikimedia.org/wikipedia/commons/b/b7/Adrian_Ludwig_Richter_003.jpg;1834;Adrian_Ludwig_Richter_003.jpg;1834;HHA96w;2016-06-12-18-25-41;2016-06-12 18:45:58.099874;0.0;5.0;[{'End': (488, 376, 5.190787076950073), 'Start': (1105, 46, 3.6076529026031494)}];6.256869077682495;(683.0, 314.0);(604, 580)
Indian ink;Adrian Ludwig Richter;Begegnung;https://upload.wikimedia.org/wikipedia/commons/5/5e/Adrian_Ludwig_Richter_004.jpg;1866;Adrian_Ludwig_Richter_004.jpg;1866;HHA96w;2016-05-30-11-52-19;2016-05-30 12:07:51.378445;0.0;0.0;[];1.194899082183838;(683.0, 314.0);(664, 580)
oil on canvas;Adrian Ludwig Richter;Brunnen bei Ariccia;https://upload.wikimedia.org/wikipedia/commons/3/35/Adrian_Ludwig_Richter_006.jpg;1831;Adrian_Ludwig_Richter_006.jpg;1831;HHA96w;2016-05-27-10-50-06;2016-05-27 11:01:41.169827;1.0;5.0;[{'End': (704, 475, 2.766554117202759), 'Start': (228, 252, 2.0269739627838135)}];3.7339699268341056;(683.0, 314.0);(589, 580)
color on paper;Adrian Ludwig Richter;Der erste Schnee;https://upload.wikimedia.org/wikipedia/commons/a/a1/Adrian_Ludwig_Richter_007.jpg;1840;Adrian_Ludwig_Richter_007.jpg;1840;HHA96w;2016-06-24-12-39-28;2016-06-24 12:51:17.649863;0.0;3.0;[{'Start': (1127, 79, 14.17452597618103), 'End': (516, 374, 15.204658031463623)}];16.01581311225891;(683.0, 314.0);(677, 580)
oil on canvas;Adrian Ludwig Richter;Der Schreckenstein bei Aussig;https://upload.wikimedia.org/wikipedia/commons/3/37/Adrian_Ludwig_Richter_008.jpg;1835;Adrian_Ludwig_Richter_008.jpg;1835;HHA96w;2016-06-24-12-39-28;2016-06-24 12:58:41.684168;0.0;5.0;[{'Start': (1049, 145, 3.2354350090026855), 'End': (611, 508, 4.809633016586304)}];5.718764781951903;(683.0, 314.0);(715, 580)
oil on canvas;Adrian Ludwig Richter;Der Watzmann;https://upload.wikimedia.org/wikipedia/commons/f/ff/Adrian_Ludwig_Richter_009.jpg;1826;Adrian_Ludwig_Richter_009.jpg;1826;HHA96w;2016-06-24-12-39-28;2016-06-24 12:43:48.267027;0.0;5.0;[{'Start': (924, 37, 2.7698512077331543), 'End': (667, 467, 3.8214821815490723)}];5.2876691818237305;(683.0, 314.0);(439, 580)
Radierung;Adrian Ludwig Richter;Felsenlandschaft;https://upload.wikimedia.org/wikipedia/commons/4/47/Adrian_Ludwig_Richter_010.jpg;1840;Adrian_Ludwig_Richter_010.jpg;1840;HHA96w;2016-06-03-16-32-59;2016-06-03 17:06:18.860213;1.0;0.0;[];1.6322720050811768;(683.0, 314.0);(513, 580)
oil on canvas;Adrian Ludwig Richter;Frühlingsabend;https://upload.wikimedia.org/wikipedia/commons/5/53/Adrian_Ludwig_Richter_011.jpg;1844;Adrian_Ludwig_Richter_011.jpg;1844;HHA96w;2016-05-15-14-39-23;2016-05-15 15:37:47.632339;1.0;3.0;[{'End': (703, 436, 10.464004039764404), 'Start': (1205, 306, 9.80195689201355)}];11.416773080825806;(683.0, 314.0);(895, 580)
drawing;Adrian Ludwig Richter;Frühlingslust;https://upload.wikimedia.org/wikipedia/commons/9/93/Adrian_Ludwig_Richter_012.jpg;1840;Adrian_Ludwig_Richter_012.jpg;1840;HHA96w;2016-06-10-10-47-19;2016-06-10 10:48:03.620663;1.0;4.0;[{'Start': (1130, 119, 4.025475025177002), 'End': (494, 493, 5.074962854385376)}];5.901712894439697;(683.0, 314.0);(726, 580)
oil on canvas;Adrian Ludwig Richter;Genoveva in der Waldeinsamkeit;https://upload.wikimedia.org/wikipedia/commons/1/1e/Adrian_Ludwig_Richter_013.jpg;1841;Adrian_Ludwig_Richter_013.jpg;1841;HHA96w;2016-06-03-16-32-59;2016-06-03 16:57:34.809732;1.0;5.0;[{'Start': (1024, 159, 2.502619981765747), 'End': (491, 579, 3.4706130027770996)}];4.467749118804932;(683.0, 314.0);(486, 580)
color on paper;Adrian Ludwig Richter;Heimkehr der Landleute nach Civitella;https://upload.wikimedia.org/wikipedia/commons/4/4a/Adrian_Ludwig_Richter_014.jpg;1867;Adrian_Ludwig_Richter_014.jpg;1867;HHA96w;2016-06-12-18-25-41;2016-06-12 18:34:31.118409;0.0;0.0;[];2.7082231044769287;(683.0, 314.0);(715, 580)
oil on paper;Adrian Ludwig Richter;Heimkehr vom Felde;https://upload.wikimedia.org/wikipedia/commons/1/19/Adrian_Ludwig_Richter_015.jpg;1840;Adrian_Ludwig_Richter_015.jpg;1840;HHA96w;2016-06-03-16-32-59;2016-06-03 16:50:25.796715;0.0;0.0;[];1.7217240333557131;(683.0, 314.0);(663, 580)
Tuschzeichnung;Adrian Ludwig Richter;Hirtenlied;https://upload.wikimedia.org/wikipedia/commons/f/fa/Adrian_Ludwig_Richter_016.jpg;1871;Adrian_Ludwig_Richter_016.jpg;1871;HHA96w;nan;;;;nan;;nan;nan
drawing, Indian ink;Adrian Ludwig Richter;Im Sommer;https://upload.wikimedia.org/wikipedia/commons/5/57/Adrian_Ludwig_Richter_017.jpg;1865;Adrian_Ludwig_Richter_017.jpg;1865;HHA96w;2016-06-12-17-46-29;2016-06-12 17:54:12.763673;0.0;0.0;[];1.9479520320892327;(683.0, 314.0);(641, 580)
oil;Adrian Ludwig Richter;Italienische Landschaft mit ruhenden Wandersleuten;https://upload.wikimedia.org/wikipedia/commons/f/fe/Adrian_Ludwig_Richter_018.jpg;1833;Adrian_Ludwig_Richter_018.jpg;1833;HHA96w;2016-06-12-18-25-41;2016-06-12 19:08:18.404480;0.0;5.0;[{'End': (898, 525, 5.1205360889434814), 'Start': (316, 121, 4.000004053115845)}];6.111243009567263;(683.0, 314.0);(606, 580)
oil on canvas;Adrian Ludwig Richter;Mädchen auf der Wiese: Inntal bei Hall;https://upload.wikimedia.org/wikipedia/commons/7/7e/Adrian_Ludwig_Richter_019.jpg;1823;Adrian_Ludwig_Richter_019.jpg;1823;HHA96w;2016-06-10-10-47-19;2016-06-10 11:31:10.377873;1.0;5.0;[{'Start': (315, 23, 1.9801621437072754), 'End': (817, 522, 2.9763121604919434)}];3.971824169158936;(683.0, 314.0);(600, 580)
pencil and opaque watercolor;Adrian Ludwig Richter;"""Mein Nest ist das Best"" — ""Anno 1700""";https://upload.wikimedia.org/wikipedia/commons/e/e4/Adrian_Ludwig_Richter_020.jpg;1869;Adrian_Ludwig_Richter_020.jpg;1869;HHA96w;2016-05-27-10-50-06;2016-05-27 11:15:02.163863;1.0;4.0;[{'End': (548, 256, 2.387590169906616), 'Start': (1097, 443, 1.7326390743255615)}];3.549747943878174;(683.0, 314.0);(677, 580)
watercolor;Adrian Ludwig Richter;Rast unterm Wegekreuz;https://upload.wikimedia.org/wikipedia/commons/f/fd/Adrian_Ludwig_Richter_021.jpg;1865;Adrian_Ludwig_Richter_021.jpg;1865;HHA96w;2016-05-15-14-39-23;2016-05-15 15:40:17.805696;0.0;4.0;[{'End': (747, 309, 2.6591310501098633), 'Start': (308, 491, 1.7022430896759033)}];4.754432916641235;(683.0, 314.0);(598, 580)
color on paper;Adrian Ludwig Richter;The Rest on The Flight into Egypt;https://upload.wikimedia.org/wikipedia/commons/d/d3/Adrian_Ludwig_Richter_022.jpg;1873;Adrian_Ludwig_Richter_022.jpg;1873;HHA96w;nan;;;;nan;;nan;nan
color on paper;Adrian Ludwig Richter;Sommerlust;https://upload.wikimedia.org/wikipedia/commons/c/cb/Adrian_Ludwig_Richter_023.jpg;1852;Adrian_Ludwig_Richter_023.jpg;1852;HHA96w;2016-06-12-18-25-41;2016-06-12 19:09:23.709775;1.0;5.0;[{'End': (825, 514, 4.480662107467651), 'Start': (259, 55, 3.1681981086730957)}];5.4791510105133066;(683.0, 314.0);(726, 580)
oil on canvas;Adrian Ludwig Richter;St.-Annen-Kirche zu Graupen in Böhmen;https://upload.wikimedia.org/wikipedia/commons/1/18/Adrian_Ludwig_Richter_024.jpg;1836;Adrian_Ludwig_Richter_024.jpg;1836;HHA96w;2016-06-24-13-17-53;2016-06-24 13:23:50.340060;1.0;6.0;[{'End': (854, 534, 3.9240219593048096), 'Start': (288, 47, 2.8278849124908447)}];4.707120895385742;(683.0, 314.0);(600, 580)
oil on canvas;Adrian Ludwig Richter;See im Riesengebirge;https://upload.wikimedia.org/wikipedia/commons/8/81/Adrian_Ludwig_Richter_025.jpg;1839;Adrian_Ludwig_Richter_025.jpg;1839;HHA96w;2016-06-12-18-25-41;2016-06-12 19:00:05.600194;0.0;5.0;[{'End': (1224, 346, 25.623533010482788), 'Start': (1169, 51, 23.55463409423828)}, {'End': (685, 509, 28.06602191925049), 'Start': (226, 30, 27.0174400806427)}];28.92127895355225;(683.0, 314.0);(828, 580)
oil on canvas;Adrian Ludwig Richter;Überfahrt am Schreckenstein;https://upload.wikimedia.org/wikipedia/commons/4/49/Adrian_Ludwig_Richter_026.jpg;1837;Adrian_Ludwig_Richter_026.jpg;1837;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Adrien Dauzats;Français :;https://upload.wikimedia.org/wikipedia/commons/0/0a/Adrien_Dauzats_001.jpg;1840;Adrien_Dauzats_001.jpg;1840;HHA96w;2016-05-29-20-23-22;2016-05-29 20:26:39.852324;1.0;5.0;[{'Start': (962, 519, 3.8121531009674072), 'End': (576, 467, 5.099999904632568)}];6.0952019691467285;(683.0, 314.0);(399, 580)
oil on canvas;Adrien Manglard;Flußmündung mit Hafen;https://upload.wikimedia.org/wikipedia/commons/3/3b/Adrien_Manglard_001.jpg;first half of 18;Adrien_Manglard_001.jpg;18;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;O.J.;Portrait of François André Vincent;https://upload.wikimedia.org/wikipedia/commons/8/82/Ad%C3%A9laide_Labille-Guiard_001.jpg;1795;Ad%C3%A9laide_Labille-Guiard_001.jpg;1795;HHA96w;2016-06-12-17-46-29;2016-06-12 17:50:14.534114;1.0;5.0;[{'Start': (943, 14, 1.9777851104736328), 'End': (583, 474, 3.166424036026001)}];5.133526086807251;(683.0, 314.0);(468, 580)
oil on canvas;Aelbert Cuyp;Ansicht von Dordrecht;https://upload.wikimedia.org/wikipedia/commons/3/39/Aelbert_Cuyp_001.jpg;1655;Aelbert_Cuyp_001.jpg;1655;HHA96w;2016-06-10-09-43-06;2016-06-10 09:50:17.576801;0.0;5.0;[{'End': (526, 415, 11.787811994552612), 'Start': (1134, 341, 10.565878868103027)}];12.734791040420532;(683.0, 314.0);(792, 580)
color on canvas;Aelbert Cuyp;Hafen von Dordrecht;https://upload.wikimedia.org/wikipedia/commons/1/11/Aelbert_Cuyp_003.jpg;1660;Aelbert_Cuyp_003.jpg;1660;HHA96w;2016-06-05-20-43-36;2016-06-05 20:57:51.473312;1.0;0.0;[{'End': (1300, 381, 6.664718151092529), 'Start': (1193, 192, 4.618366003036499)}];7.8437750339508066;(683.0, 314.0);(867, 580)
oil on panel;Aelbert Cuyp;Hirt mit fünf Kühen an einem Fluß;https://upload.wikimedia.org/wikipedia/commons/d/d4/Aelbert_Cuyp_004.jpg;1660;Aelbert_Cuyp_004.jpg;1660;HHA96w;2016-06-12-17-46-29;2016-06-12 18:12:44.880899;1.0;6.0;[{'Start': (1189, 32, 3.5320770740509033), 'End': (550, 507, 4.743896961212158)}, {'Start': (550, 507, 13.830881118774414), 'End': (1100, 637, 15.267850160598755)}, {'Start': (140, 70, 21.506920099258423), 'End': (895, 461, 22.740736961364746)}];23.662594079971317;(683.0, 314.0);(937, 580)
